transaction_id,product_id,quantity,price,timestamp
T7699, P 013 ,2.0,39.61,10/24/2024
T7700,p005,8.0,,2024-10-31
T7701,P001,,,2024-10-30
T7702,P003,8.0,11.8,11/04/2024
T7703,P-018,6.0,,20-10-2024
T7704,p009,9.0,48.21,2024-10-12
T7705, P 014 ,2.0,11.32,22-10-2024
T7706,P017,8.0,22.03,10/12/2024
T7707, P 014 ,6.0,8.59,10/22/2024
T7708, P 004 ,5.0,33.63,10/12/2024
T7709,P-005,2.0,44.87,10/23/2024
T7710, P 017 ,9.0,11.3,06-10-2024
T7711,P-002,6.0,41.19,24-10-2024
T7712,P005,6.0,$24.98,13-10-2024
T7713, P 004 ,4.0,,2024-10-29
T7714,p004,5.0,25.79,30-10-2024
T7715,p006,8.0,28.31,10/13/2024
T7716, P 013 ,4.0,30.72,27-10-2024
T7717,p005,,6.6,10/15/2024
T7718,p007,3.0,24.16,2024-10-20
T7719,p001,3.0,48.77,10/27/2024
T7720, P 014 ,3.0,$6.05,10/22/2024
T7721,p004,1.0,12.32,10/27/2024
T7722,P-017,,40.48,01-11-2024
T7723,P014,3.0,12.58,2024-10-27
T7724,p016,4.0,,28-10-2024
T7725,p014,6.0,$44.93,2024-10-22
T7726, P 016 ,1.0,48.11,09-10-2024
T7727,p008,3.0,19.55,31-10-2024
T7728,p003,6.0,30.87,2024-10-20
T7729, P 019 ,3.0,$17.85,2024-10-26
T7730,p001,6.0,$19.78,2024-10-09
T7731,P-002,,16.21,11/02/2024
T7732,P015,2.0,44.21,2024-10-27
T7733,P-010,4.0,46.95,2024-11-02
T7734,p018,2.0,45.14,17-10-2024
T7735,P-014,9.0,23.94,2024-10-17
T7736,P017,6.0,41.04,04-11-2024
T7737,p013,6.0,15.56,10/14/2024
T7738,P-001,4.0,,10/17/2024
T7739, P 005 ,9.0,33.01,10/10/2024
T7740,P-013,,$16.56,10/21/2024
T7741,P014,5.0,13.09,17-10-2024
T7742, P 003 ,4.0,31.79,11-10-2024
T7743, P 015 ,5.0,39.52,2024-10-29
T7744,P-019,6.0,44.54,06-10-2024
T7745, P 017 ,5.0,6.13,2024-10-12
T7746, P 003 ,5.0,,11/04/2024
T7747,P-016,7.0,34.61,12-10-2024
T7748,P-014,5.0,21.37,20-10-2024
T7749, P 012 ,9.0,26.06,28-10-2024
T7750,P-012,7.0,29.97,24-10-2024
T7751,P-011,5.0,11.92,08-10-2024
T7752,p017,3.0,12.64,10/06/2024
T7753,p008,6.0,31.27,10/12/2024
T7754, P 017 ,2.0,36.11,10/30/2024
T7755, P 011 ,8.0,34.19,26-10-2024
T7756,P-002,3.0,14.52,22-10-2024
T7757,p010,4.0,,31-10-2024
T7758,P010,9.0,41.46,2024-11-01
T7759,p011,2.0,21.32,2024-10-09
T7760, P 006 ,8.0,22.18,11-10-2024
T7761,P004,3.0,34.2,13-10-2024
T7762,P-012,6.0,,10/08/2024
T7763,P011,9.0,14.6,2024-10-22
T7764, P 013 ,6.0,29.42,19-10-2024
T7765,p005,,29.97,10/09/2024
T7766,P-006,6.0,7.43,11/04/2024
T7767,p001,5.0,46.56,19-10-2024
T7768,P-006,5.0,42.62,10/16/2024
T7769,P-018,3.0,39.54,2024-10-27
T7770,P009,9.0,37.4,10/20/2024
T7771,P015,2.0,16.87,2024-11-02
T7772,p008,6.0,,26-10-2024
T7773, P 019 ,2.0,43.76,10/19/2024
T7774,P016,,35.57,2024-10-20
T7775, P 006 ,4.0,$14.37,06-10-2024
T7776,p006,5.0,19.55,11/04/2024
T7777, P 003 ,5.0,39.37,17-10-2024
T7778, P 010 ,8.0,13.08,10/07/2024
T7779,p001,7.0,28.76,10/21/2024
T7780,P-014,8.0,$27.15,09-10-2024
T7781,P004,7.0,34.25,2024-10-29
T7782,P012,9.0,30.05,10/28/2024
T7783,P006,3.0,33.57,2024-11-01
T7784,p011,5.0,41.53,10/24/2024
T7785, P 012 ,9.0,$8.19,03-11-2024
T7786,p010,2.0,47.46,2024-10-29
T7787,P-018,8.0,33.04,2024-10-11
T7788, P 007 ,2.0,$22.31,10-10-2024
T7789,P-007,9.0,27.73,2024-10-30
T7790,P011,8.0,30.85,10/06/2024
T7791,P-004,8.0,34.16,03-11-2024
T7792, P 001 ,7.0,28.4,2024-10-11
T7793, P 013 ,7.0,$40.11,2024-10-29
T7794,P-018,9.0,34.18,2024-10-11
T7795, P 009 ,,5.91,10/09/2024
T7796,p009,2.0,41.24,2024-11-03
T7797, P 009 ,7.0,16.66,10/10/2024
T7798, P 010 ,5.0,$48.54,01-11-2024
T7799,P002,2.0,26.03,10/20/2024
T7800,P-006,7.0,7.87,10/30/2024
T7801,p015,4.0,6.69,2024-10-26
T7802, P 003 ,2.0,,2024-10-13
T7803, P 011 ,9.0,47.17,22-10-2024
T7804, P 006 ,,$41.74,02-11-2024
T7805,P003,7.0,48.04,2024-10-22
T7806, P 011 ,6.0,48.58,2024-10-07
T7807, P 015 ,9.0,34.19,10-10-2024
T7808,p013,4.0,42.32,2024-10-25
T7809,p010,5.0,26.72,25-10-2024
T7810,p006,6.0,9.64,15-10-2024
T7811,p015,6.0,19.71,2024-10-25
T7812, P 018 ,,42.48,11/01/2024
T7813,P-018,,28.64,10/31/2024
T7814,P007,3.0,21.32,2024-10-30
T7815,p015,9.0,39.77,10/14/2024
T7816,P-018,2.0,19.11,10/22/2024
T7817, P 018 ,,49.45,2024-10-29
T7818,P009,7.0,15.94,2024-10-30
T7819,P002,2.0,22.31,10/22/2024
T7820,P-008,4.0,22.65,10/14/2024
T7821,p002,5.0,11.15,20-10-2024
T7822,p011,1.0,5.03,2024-11-01
T7823, P 007 ,3.0,16.4,10/18/2024
T7824,P-006,2.0,49.27,10-10-2024
T7825,P010,9.0,41.87,2024-10-29
T7826, P 005 ,,,13-10-2024
T7827, P 011 ,9.0,13.36,2024-10-09
T7828,P001,8.0,,10/17/2024
T7829, P 002 ,9.0,23.53,2024-10-22
T7830, P 001 ,3.0,32.56,21-10-2024
T7831, P 019 ,3.0,33.36,10/15/2024
T7832,P-002,3.0,$44.99,2024-10-30
T7833,p004,3.0,$6.11,10/26/2024
T7834,p012,9.0,5.03,2024-10-11
T7835, P 018 ,8.0,20.87,11/02/2024
T7836,P001,3.0,46.71,23-10-2024
T7837, P 001 ,8.0,21.85,10/17/2024
T7838,P-014,8.0,37.23,10/15/2024
T7839,P004,7.0,29.22,18-10-2024
T7840,P005,5.0,34.61,11/02/2024
T7841,P011,1.0,5.65,2024-10-14
T7842,P-013,3.0,8.13,11/02/2024
T7843,P016,2.0,$45.19,19-10-2024
T7844, P 013 ,3.0,10.24,2024-10-13
T7845,p002,1.0,18.67,29-10-2024
T7846,p016,9.0,12.99,03-11-2024
T7847,P-006,2.0,16.9,2024-10-31
T7848, P 014 ,1.0,12.13,2024-10-27
T7849,P-001,2.0,18.73,2024-10-07
T7850, P 017 ,4.0,5.56,2024-11-02
T7851,p011,3.0,,10/28/2024
T7852, P 019 ,9.0,41.26,11/01/2024
T7853,P003,,28.35,2024-11-02
T7854,P011,,34.19,18-10-2024
T7855,P005,4.0,,06-10-2024
T7856,p017,9.0,11.5,10/21/2024
T7857,P007,,$44.42,10/07/2024
T7858,p010,,20.54,11-10-2024
T7859, P 011 ,6.0,25.88,25-10-2024
T7860, P 003 ,7.0,7.25,31-10-2024
T7861, P 010 ,7.0,22.09,10/11/2024
T7862,P010,5.0,,10/20/2024
T7863,p014,5.0,48.07,12-10-2024
T7864,P012,4.0,21.2,2024-10-17
T7865,P-015,9.0,$26.97,2024-11-01
T7866, P 010 ,3.0,6.59,08-10-2024
T7867,P-010,3.0,43.86,14-10-2024
T7868,p019,6.0,44.86,25-10-2024
T7869,P001,3.0,25.87,10-10-2024
T7870, P 010 ,,44.19,2024-10-24
T7871,p002,6.0,14.5,31-10-2024
T7872,P-017,1.0,15.13,10/26/2024
T7873,P007,4.0,12.35,2024-10-26
T7874,P007,1.0,11.0,10/17/2024
T7875,p009,7.0,23.17,2024-10-31
T7876,P002,,31.82,10/31/2024
T7877,p014,7.0,$47.74,2024-10-11
T7878,P-017,3.0,10.34,2024-11-01
T7879, P 001 ,2.0,33.49,10/12/2024
T7880,p009,,31.46,01-11-2024
T7881, P 019 ,3.0,$38.14,10/10/2024
T7882,p004,4.0,8.07,2024-11-03
T7883, P 008 ,8.0,27.19,11/02/2024
T7884,P-013,4.0,49.02,2024-10-07
T7885,p004,8.0,22.36,01-11-2024
T7886, P 009 ,4.0,$39.87,28-10-2024
T7887,p009,,44.88,10/27/2024
T7888,p018,2.0,27.62,10/08/2024
T7889,p012,1.0,,2024-10-08
T7890, P 010 ,3.0,32.75,10/14/2024
T7891,P-011,1.0,5.5,2024-10-06
T7892,P-007,6.0,$29.2,2024-10-28
T7893,P-009,9.0,19.26,2024-10-24
T7894,p006,4.0,14.44,26-10-2024
T7895,P-019,1.0,,31-10-2024
T7896,P016,2.0,,31-10-2024
T7897,P015,9.0,10.6,10/12/2024
T7898,P-007,7.0,24.77,21-10-2024
T7899,p016,5.0,,16-10-2024
T7900,P005,1.0,21.57,10/07/2024
T7901,P-016,7.0,,02-11-2024
T7902, P 001 ,9.0,33.68,10/10/2024
T7903, P 019 ,2.0,,11/03/2024
T7904, P 005 ,5.0,6.74,10/21/2024
T7905,p007,4.0,35.94,2024-10-23
T7906,P019,3.0,37.89,08-10-2024
T7907,p005,6.0,39.82,2024-10-12
T7908,P017,2.0,38.65,24-10-2024
T7909, P 008 ,3.0,$43.97,10/22/2024
T7910,p001,9.0,20.82,2024-10-24
T7911,P-002,7.0,49.4,10/21/2024
T7912,P015,6.0,44.77,10/15/2024
T7913,P018,6.0,33.94,10/08/2024
T7914,p011,2.0,25.27,14-10-2024
T7915,P010,3.0,29.57,2024-10-06
T7916, P 004 ,6.0,37.1,07-10-2024
T7917,P-005,4.0,$35.54,10/11/2024
T7918,P004,,,2024-10-06
T7919,P-013,9.0,33.63,10/23/2024
T7920, P 013 ,1.0,14.94,2024-11-02
T7921,p018,5.0,25.52,10/21/2024
T7922, P 002 ,7.0,44.8,10/16/2024
T7923, P 016 ,5.0,36.53,08-10-2024
T7924,P-001,2.0,24.75,18-10-2024
T7925,p019,6.0,27.43,2024-10-30
T7926,P009,7.0,46.27,2024-10-21
T7927,P-003,3.0,25.14,2024-10-07
T7928,P-007,9.0,25.77,11-10-2024
T7929,P010,6.0,$26.88,2024-10-24
T7930,P-001,4.0,9.53,11/03/2024
T7931,P010,,17.45,10/31/2024
T7932, P 009 ,,36.85,10/10/2024
T7933,P-015,,15.97,2024-10-19
T7934, P 015 ,1.0,20.03,10/23/2024
T7935,p003,,24.65,2024-10-08
T7936,P005,7.0,,10/23/2024
T7937,P-009,2.0,29.07,2024-11-01
T7938, P 009 ,4.0,44.47,20-10-2024
T7939,P007,3.0,27.81,28-10-2024
T7940,P012,8.0,34.49,2024-11-02
T7941,P-009,8.0,30.34,10/16/2024
T7942,p006,1.0,10.2,03-11-2024
T7943,P-002,4.0,,2024-10-11
T7944,P009,,,2024-10-15
T7945,P-017,2.0,46.22,11/02/2024
T7946,p001,1.0,47.78,10/25/2024
T7947,p019,,25.26,2024-10-25
T7948,P-006,2.0,,10/26/2024
T7949,p005,3.0,$46.06,08-10-2024
T7950,p002,9.0,43.57,10/13/2024
T7951, P 009 ,1.0,23.16,2024-10-25
T7952, P 014 ,6.0,8.63,10/19/2024
T7953,P004,7.0,47.91,2024-10-11
T7954,P004,7.0,8.98,29-10-2024
T7955,p015,3.0,46.46,2024-10-07
T7956, P 008 ,8.0,26.19,2024-11-04
T7957,P-004,7.0,8.03,10/16/2024
T7958,p016,7.0,15.97,21-10-2024
T7959,P004,8.0,29.0,2024-10-29
T7960,P016,1.0,21.39,01-11-2024
T7961,P-012,,,13-10-2024
T7962,p016,9.0,34.73,02-11-2024
T7963,P019,3.0,32.07,16-10-2024
T7964,P-008,2.0,12.58,2024-10-08
T7965, P 006 ,7.0,44.87,2024-11-02
T7966,p010,8.0,5.58,10/07/2024
T7967, P 005 ,,19.52,16-10-2024
T7968,p018,3.0,33.73,08-10-2024
T7969,P010,8.0,12.42,26-10-2024
T7970, P 010 ,3.0,30.14,07-10-2024
T7971,p007,8.0,25.89,02-11-2024
T7972,P-018,5.0,20.25,10/10/2024
T7973, P 001 ,4.0,27.24,06-10-2024
T7974,P-007,9.0,,10-10-2024
T7975,P001,8.0,24.98,10/31/2024
T7976, P 015 ,5.0,7.62,16-10-2024
T7977,p004,8.0,37.83,2024-10-17
T7978,P010,2.0,17.13,15-10-2024
T7979,P009,4.0,10.18,2024-10-26
T7980,P-002,1.0,,10/27/2024
T7981,p014,2.0,,25-10-2024
T7982,P016,6.0,,11/04/2024
T7983,P-001,3.0,36.45,06-10-2024
T7984,P002,7.0,39.88,10/06/2024
T7985,P-007,,$26.24,10/16/2024
T7986,P010,7.0,39.74,10/23/2024
T7987,p001,,33.57,13-10-2024
T7988, P 013 ,1.0,16.26,2024-11-01
T7989,P-001,4.0,29.53,2024-10-12
T7990,P005,1.0,10.57,10/13/2024
T7991, P 016 ,4.0,12.97,2024-10-15
T7992,p015,,42.69,2024-10-26
T7993,P-017,3.0,36.22,2024-11-01
T7994,p016,9.0,11.14,2024-10-28
T7995,P-013,7.0,5.24,10/19/2024
T7996,P011,4.0,19.12,11/03/2024
T7997, P 017 ,1.0,36.27,10/15/2024
T7998,P017,5.0,30.2,10/10/2024
T7999, P 002 ,1.0,35.73,29-10-2024
T8000,P-013,2.0,8.51,2024-10-11
T8001,P014,1.0,15.37,2024-11-02
T8002,P-011,8.0,,2024-10-15
T8003, P 010 ,5.0,16.14,25-10-2024
T8004,P003,,5.93,10/18/2024
T8005, P 017 ,1.0,20.81,2024-10-30
T8006,P-015,2.0,33.56,10/14/2024
T8007, P 009 ,9.0,45.98,16-10-2024
T8008,P010,4.0,18.83,22-10-2024
T8009,P008,,30.29,10/23/2024
T8010,p013,6.0,35.41,11/03/2024
T8011,P018,,22.72,10/20/2024
T8012,P005,,17.85,10/12/2024
T8013, P 006 ,,,10/28/2024
T8014,p017,9.0,35.12,21-10-2024
T8015,P011,3.0,48.4,23-10-2024
T8016,P016,7.0,20.88,11/04/2024
T8017, P 009 ,6.0,7.15,03-11-2024
T8018,P002,8.0,34.59,11/01/2024
T8019, P 005 ,4.0,$29.15,23-10-2024
T8020,p001,5.0,48.77,06-10-2024
T8021, P 004 ,2.0,28.8,24-10-2024
T8022,P004,3.0,11.65,24-10-2024
T8023,P-003,7.0,34.56,04-11-2024
T8024,P-009,8.0,47.27,10/30/2024
T8025, P 012 ,7.0,17.23,25-10-2024
T8026,P010,9.0,44.93,10/20/2024
T8027,P002,4.0,,11/03/2024
T8028, P 011 ,6.0,38.42,2024-11-02
T8029,P010,6.0,$42.83,2024-10-25
T8030, P 006 ,2.0,42.58,27-10-2024
T8031,P018,6.0,32.62,10/29/2024
T8032, P 002 ,5.0,36.17,2024-11-01
T8033,p002,8.0,34.84,10/08/2024
T8034, P 010 ,,44.35,26-10-2024
T8035,P016,3.0,$34.74,11/04/2024
T8036,p012,8.0,5.44,10/23/2024
T8037,P001,8.0,5.51,01-11-2024
T8038,P-008,8.0,9.76,10/10/2024
T8039,p016,,10.0,23-10-2024
T8040,P018,8.0,17.52,14-10-2024
T8041,P013,2.0,$45.43,10/12/2024
T8042,P015,,15.21,10/25/2024
T8043,P-012,1.0,24.43,10/11/2024
T8044,P008,6.0,19.47,2024-10-21
T8045,P-010,3.0,$44.95,2024-10-23
T8046,P014,6.0,40.0,11/01/2024
T8047, P 005 ,1.0,44.78,2024-10-30
T8048,p018,6.0,49.18,03-11-2024
T8049,P019,4.0,5.56,03-11-2024
T8050,P015,,33.26,10/30/2024
T8051,P006,6.0,$34.53,10/11/2024
T8052,P011,9.0,$47.97,02-11-2024
T8053,p011,5.0,12.62,10/16/2024
T8054,P-018,9.0,49.61,2024-10-09
T8055,P-018,7.0,19.59,2024-10-11
T8056, P 010 ,3.0,44.0,10/11/2024
T8057,P002,7.0,46.93,25-10-2024
T8058, P 009 ,5.0,$14.57,21-10-2024
T8059,p014,5.0,35.6,2024-10-07
T8060,P-019,1.0,43.33,10/15/2024
T8061,P010,6.0,41.23,2024-10-27
T8062,P-004,7.0,18.76,15-10-2024
T8063,P-006,1.0,11.87,2024-10-15
T8064,p014,,43.25,10/29/2024
T8065,P-004,5.0,29.37,10/21/2024
T8066, P 015 ,5.0,16.4,2024-10-14
T8067, P 016 ,,45.91,26-10-2024
T8068,p007,6.0,48.99,2024-10-25
T8069, P 017 ,3.0,5.55,13-10-2024
T8070, P 019 ,5.0,22.59,10-10-2024
T8071,P019,1.0,,11/03/2024
T8072,P017,5.0,11.94,22-10-2024
T8073, P 006 ,8.0,40.25,20-10-2024
T8074,p011,5.0,,2024-10-27
T8075,P016,,,10/14/2024
T8076,P008,3.0,41.5,10/11/2024
T8077,P-011,2.0,37.08,10/20/2024
T8078,P007,6.0,36.17,04-11-2024
T8079,P019,3.0,$19.58,03-11-2024
T8080,P-010,3.0,$34.54,2024-10-29
T8081,p009,9.0,25.4,10/24/2024
T8082, P 004 ,5.0,36.71,10/18/2024
T8083,p015,9.0,$27.18,30-10-2024
T8084,P013,4.0,,11/03/2024
T8085,p002,,,2024-10-22
T8086,P002,6.0,29.41,20-10-2024
T8087,P-016,5.0,43.06,2024-10-26
T8088,P009,2.0,41.13,10/31/2024
T8089,P013,2.0,47.73,10/14/2024
T8090, P 003 ,4.0,7.88,20-10-2024
T8091,p009,5.0,,10/29/2024
T8092, P 013 ,4.0,20.77,21-10-2024
T8093, P 002 ,7.0,21.64,23-10-2024
T8094, P 008 ,5.0,31.5,2024-10-19
T8095, P 009 ,5.0,28.59,18-10-2024
T8096, P 016 ,9.0,21.25,10/18/2024
T8097,P002,2.0,10.78,2024-10-19
T8098, P 006 ,4.0,41.29,02-11-2024
T8099,P-008,5.0,,2024-10-24
T8100, P 005 ,1.0,7.95,30-10-2024
T8101,p009,,27.58,2024-10-24
T8102,p001,6.0,15.96,25-10-2024
T8103,P009,1.0,36.07,10/27/2024
T8104,P-010,,$10.66,17-10-2024
T8105,P-004,6.0,$46.05,2024-10-08
T8106,P003,,11.97,2024-10-17
T8107,P-010,,33.36,2024-11-03
T8108,p015,,38.09,23-10-2024
T8109,P011,3.0,34.71,10/18/2024
T8110,P014,,47.3,10/13/2024
T8111, P 006 ,6.0,21.06,2024-11-01
T8112,p012,7.0,$25.85,2024-10-14
T8113, P 013 ,4.0,28.2,12-10-2024
T8114,p017,6.0,44.15,2024-10-22
T8115, P 016 ,6.0,26.49,2024-10-22
T8116,P-003,3.0,,2024-10-31
T8117,P-002,5.0,17.83,10/07/2024
T8118,P-011,4.0,,17-10-2024
T8119, P 009 ,9.0,46.46,2024-11-03
T8120,p003,3.0,,10/20/2024
T8121,P-018,8.0,46.25,10/30/2024
T8122,p015,9.0,$43.76,10/25/2024
T8123, P 014 ,3.0,32.17,10/24/2024
T8124,P002,9.0,47.96,2024-10-12
T8125, P 017 ,,45.76,10/23/2024
T8126, P 008 ,6.0,26.96,10/09/2024
T8127,P-010,2.0,$6.04,07-10-2024
T8128,p018,3.0,49.91,10/26/2024
T8129,p019,8.0,28.9,2024-10-22
T8130,P-008,5.0,25.58,11/01/2024
T8131,p008,1.0,22.72,2024-11-03
T8132,p003,4.0,8.53,17-10-2024
T8133, P 003 ,7.0,33.85,17-10-2024
T8134,P-012,5.0,14.92,21-10-2024
T8135, P 017 ,5.0,41.84,27-10-2024
T8136,P-004,6.0,10.72,10/10/2024
T8137,P-017,8.0,,2024-11-01
T8138, P 014 ,,46.01,2024-10-14
T8139,P019,8.0,19.57,2024-10-23
T8140,P009,6.0,28.88,2024-10-27
T8141, P 012 ,2.0,23.6,2024-10-24
T8142, P 005 ,3.0,38.25,22-10-2024
T8143,P-011,8.0,39.91,2024-10-10
T8144,p003,6.0,23.36,2024-10-12
T8145,P-015,3.0,44.5,10/07/2024
T8146,p014,5.0,35.03,2024-10-24
T8147,P011,2.0,7.54,2024-10-11
T8148,p008,3.0,23.96,2024-10-14
T8149,P004,9.0,8.05,2024-10-06
T8150, P 012 ,3.0,41.29,10/23/2024
T8151,P-008,6.0,45.66,10/18/2024
T8152,P-006,4.0,40.8,2024-10-31
T8153, P 015 ,3.0,15.23,10-10-2024
T8154,P012,2.0,14.8,2024-10-17
T8155, P 016 ,4.0,35.9,11/02/2024
T8156,P-016,5.0,8.03,2024-10-10
T8157,p004,1.0,19.08,10/08/2024
T8158,P-011,8.0,10.76,10/19/2024
T8159,p013,2.0,39.33,09-10-2024
T8160,P-009,9.0,9.76,2024-10-16
T8161,P004,5.0,40.37,2024-10-07
T8162,P-012,3.0,$43.66,10/29/2024
T8163,P009,6.0,17.38,11/02/2024
T8164,P013,9.0,$24.32,29-10-2024
T8165,P016,7.0,17.05,10/30/2024
T8166, P 006 ,2.0,17.11,22-10-2024
T8167,p010,9.0,$48.19,08-10-2024
T8168,p013,8.0,41.99,04-11-2024
T8169,p007,3.0,41.42,10/22/2024
T8170,p019,6.0,,2024-10-15
T8171,P019,4.0,$36.9,10/09/2024
T8172,P017,,,2024-10-14
T8173,P-013,6.0,11.05,2024-10-25
T8174, P 013 ,4.0,5.39,2024-10-27
T8175,p002,3.0,37.61,26-10-2024
T8176, P 010 ,3.0,18.21,10/14/2024
T8177, P 013 ,4.0,14.15,10/25/2024
T8178,P009,8.0,31.06,12-10-2024
T8179, P 001 ,1.0,7.37,18-10-2024
T8180,P014,6.0,20.69,2024-10-19
T8181,P-016,2.0,26.76,22-10-2024
T8182, P 015 ,1.0,31.87,2024-10-19
T8183,P001,7.0,49.04,2024-10-06
T8184,P-017,7.0,11.75,2024-10-29
T8185,p013,1.0,9.73,2024-10-28
T8186,p015,2.0,49.17,28-10-2024
T8187,p016,7.0,14.06,08-10-2024
T8188,P016,4.0,34.18,17-10-2024
T8189,p002,8.0,26.11,2024-10-31
T8190, P 017 ,3.0,22.27,29-10-2024
T8191, P 011 ,4.0,45.64,2024-10-06
T8192,P008,8.0,22.14,2024-10-23
T8193,P-003,7.0,14.33,10/21/2024
T8194,p012,7.0,27.39,10/22/2024
T8195, P 016 ,7.0,43.57,11-10-2024
T8196,P014,3.0,41.87,15-10-2024
T8197, P 016 ,5.0,$45.08,21-10-2024
T8198,P017,9.0,23.76,2024-10-07
T8199,p011,7.0,42.4,10/22/2024
T8200, P 017 ,3.0,,23-10-2024
T8201,P019,9.0,,2024-10-16
T8202,P001,4.0,27.19,2024-11-01
T8203,P012,,$34.46,14-10-2024
T8204, P 015 ,7.0,10.42,2024-10-27
T8205,P-018,3.0,6.1,10/22/2024
T8206, P 014 ,5.0,37.24,2024-10-07
T8207, P 001 ,3.0,42.92,19-10-2024
T8208,P-013,1.0,,2024-11-04
T8209, P 015 ,8.0,6.42,04-11-2024
T8210,P007,9.0,27.16,2024-11-01
T8211,P015,1.0,35.76,2024-10-16
T8212,P010,1.0,$5.41,10/09/2024
T8213,p014,6.0,22.27,28-10-2024
T8214, P 006 ,1.0,32.67,2024-10-06
T8215, P 014 ,8.0,33.14,2024-10-31
T8216,p012,2.0,37.39,2024-10-22
T8217, P 011 ,2.0,17.29,2024-10-10
T8218, P 019 ,2.0,17.09,16-10-2024
T8219,p002,7.0,39.09,12-10-2024
T8220,P001,7.0,25.84,10/13/2024
T8221,p008,2.0,$33.1,10/22/2024
T8222, P 014 ,8.0,,2024-10-14
T8223, P 009 ,7.0,$46.15,11/03/2024
T8224, P 002 ,6.0,,10/15/2024
T8225, P 005 ,1.0,34.66,10/07/2024
T8226,p008,6.0,33.59,10/24/2024
T8227,P016,5.0,17.04,10/18/2024
T8228,P-016,3.0,12.05,10/30/2024
T8229,p013,7.0,47.18,27-10-2024
T8230,P-015,1.0,$5.26,2024-10-27
T8231,p001,8.0,,14-10-2024
T8232,p003,1.0,,01-11-2024
T8233,P-006,5.0,43.34,26-10-2024
T8234,p014,7.0,47.99,2024-10-24
T8235, P 004 ,1.0,14.55,11-10-2024
T8236,p018,6.0,24.0,10/15/2024
T8237,P-015,5.0,47.98,28-10-2024
T8238,p009,6.0,38.45,2024-10-08
T8239,P-018,9.0,33.5,10/11/2024
T8240, P 003 ,4.0,19.41,15-10-2024
T8241, P 010 ,8.0,10.71,14-10-2024
T8242,p017,8.0,$46.98,16-10-2024
T8243,P-007,1.0,38.19,10/20/2024
T8244,P015,9.0,$39.76,24-10-2024
T8245, P 001 ,6.0,19.02,10/19/2024
T8246, P 011 ,8.0,20.58,10/19/2024
T8247,P017,,32.03,15-10-2024
T8248,P-005,4.0,,17-10-2024
T8249,P-007,9.0,38.45,10/29/2024
T8250,p019,1.0,38.1,10/07/2024
T8251, P 015 ,4.0,37.48,10/16/2024
T8252,p003,6.0,30.42,11/01/2024
T8253,P-015,5.0,49.46,16-10-2024
T8254,p005,,21.13,14-10-2024
T8255,p012,3.0,$20.44,10/27/2024
T8256,P-005,9.0,$19.94,2024-10-08
T8257,P-003,9.0,46.11,10/24/2024
T8258,p009,5.0,39.66,2024-10-23
T8259,P-009,2.0,7.05,10/27/2024
T8260,p007,,35.87,07-10-2024
T8261,P002,,39.74,25-10-2024
T8262, P 016 ,7.0,10.86,10/31/2024
T8263,P-009,8.0,29.84,07-10-2024
T8264,P013,1.0,8.2,10/09/2024
T8265,P-019,4.0,$43.27,2024-10-07
T8266,P017,3.0,,10/28/2024
T8267,p006,9.0,$28.27,16-10-2024
T8268,p004,8.0,26.26,24-10-2024
T8269,P-001,4.0,49.48,2024-10-12
T8270, P 018 ,1.0,44.96,2024-10-20
T8271, P 019 ,2.0,21.6,2024-10-26
T8272,P-009,6.0,9.19,2024-10-21
T8273,p013,9.0,17.17,11-10-2024
T8274,P-008,8.0,$16.24,2024-10-24
T8275,p013,9.0,31.42,2024-10-12
T8276, P 015 ,3.0,26.25,10/12/2024
T8277, P 011 ,5.0,31.94,10/22/2024
T8278,p012,8.0,39.57,10/11/2024
T8279,P014,9.0,14.85,10/23/2024
T8280,P-004,4.0,31.04,2024-10-20
T8281,p001,2.0,$6.86,26-10-2024
T8282,P-004,,40.11,06-10-2024
T8283, P 019 ,3.0,21.32,2024-10-28
T8284,P-009,6.0,9.07,10/16/2024
T8285,P010,4.0,12.83,10/22/2024
T8286, P 004 ,6.0,$20.1,10/31/2024
T8287,P009,3.0,12.96,10-10-2024
T8288,p013,5.0,21.02,30-10-2024
T8289, P 012 ,1.0,39.18,10/15/2024
T8290, P 011 ,1.0,24.45,27-10-2024
T8291,P012,8.0,44.08,2024-10-23
T8292,P-018,4.0,49.51,07-10-2024
T8293,P-012,5.0,27.72,23-10-2024
T8294, P 016 ,8.0,27.05,03-11-2024
T8295, P 005 ,,23.09,10/14/2024
T8296,P012,,$22.78,2024-10-23
T8297,P011,4.0,44.72,10/10/2024
T8298, P 009 ,9.0,37.46,11/03/2024
T8299,P-018,7.0,23.27,10/09/2024
T8300,p003,8.0,30.32,21-10-2024
T8301,p017,6.0,31.67,10/12/2024
T8302,P-014,9.0,23.46,2024-10-12
T8303,P001,4.0,36.49,10/15/2024
T8304, P 017 ,1.0,$30.66,10/24/2024
T8305,P008,8.0,$27.82,2024-10-26
T8306,p005,3.0,,12-10-2024
T8307,P-005,7.0,8.67,10/15/2024
T8308,P-009,3.0,11.83,2024-11-01
T8309,P-003,4.0,38.08,10/11/2024
T8310,p019,,29.59,10/28/2024
T8311,P-009,,13.64,11/01/2024
T8312, P 018 ,9.0,25.64,11/03/2024
T8313,P-016,8.0,$33.78,18-10-2024
T8314,P-001,7.0,49.71,2024-10-18
T8315,P002,6.0,40.05,22-10-2024
T8316,p014,6.0,,2024-10-09
T8317,P-014,3.0,40.96,2024-10-08
